team,opponent,location,goals_for,goals_against,result,team_rating,opponent_rating,rating_diff,team_points,opponent_points,points_diff,round,started,finished,cancelled,goals_conceded_per_match,goals_conceded_per_match_opp,interceptions_per_match,interceptions_per_match_opp,shots_on_target_per_match,shots_on_target_per_match_opp,penalties_conceded,penalties_conceded_opp,penalties_won,penalties_won_opp,goals_per_match,goals_per_match_opp,table_rank,table_rank_opp,defensive_pressure_ratio,discipline_gap,attack_efficiency,is_win,last_5_wins,is_draw,is_loss,last_5_draws,last_5_losses,last_5_total,last_5_win_rate
Mainz 05,1. FC Köln,0,0,0,0,6.85,,,35,27,8,14,True,True,False,1.5,,10.2,,4.2,,4.0,,5.0,,1.1,,13,17,,,0.2619047619047619,0,1.0,1,0,3.0,1.0,5.0,0.2
Mainz 05,FC Heidenheim,1,0,1,-1,6.85,6.79,0.0599999999999996,35,42,-7,15,True,True,False,1.5,1.6,10.2,8.9,4.2,3.5,4.0,10.0,5.0,3.0,1.1,1.5,13,8,1.146067415730337,-6.0,0.2619047619047619,0,0.0,0,1,3.0,2.0,5.0,0.0
Mainz 05,Borussia Dortmund,0,1,1,0,6.85,7.04,-0.1900000000000004,35,63,-28,16,True,True,False,1.5,1.3,10.2,7.4,4.2,5.6,4.0,6.0,5.0,6.0,1.1,2.0,13,5,1.3783783783783785,-2.0,0.2619047619047619,0,0.0,1,0,3.0,2.0,5.0,0.0
Mainz 05,Wolfsburg,1,1,1,0,6.85,6.73,0.1199999999999992,35,37,-2,17,True,True,False,1.5,1.6,10.2,7.9,4.2,4.4,4.0,3.0,5.0,3.0,1.1,1.2,13,12,1.291139240506329,1.0,0.2619047619047619,0,0.0,1,0,3.0,2.0,5.0,0.0
Mainz 05,Union Berlin,1,1,1,0,6.85,6.67,0.1799999999999997,35,33,2,18,True,True,False,1.5,1.7,10.2,9.0,4.2,4.0,4.0,7.0,5.0,6.0,1.1,1.0,13,15,1.1333333333333333,-3.0,0.2619047619047619,0,0.0,1,0,4.0,1.0,5.0,0.0
Mainz 05,Eintracht Frankfurt,0,0,1,-1,6.85,6.87,-0.0200000000000004,35,47,-12,19,True,True,False,1.5,1.5,10.2,8.9,4.2,4.3,4.0,11.0,5.0,3.0,1.1,1.5,13,6,1.146067415730337,-7.0,0.2619047619047619,0,0.0,0,1,3.0,2.0,5.0,0.0
Mainz 05,Werder Bremen,1,0,1,-1,6.85,6.89,-0.04,35,42,-7,20,True,True,False,1.5,1.6,10.2,8.4,4.2,3.9,4.0,6.0,5.0,6.0,1.1,1.4,13,9,1.2142857142857142,-2.0,0.2619047619047619,0,0.0,0,1,3.0,2.0,5.0,0.0
Mainz 05,VfB Stuttgart,0,1,3,-1,6.85,7.16,-0.3100000000000005,35,73,-38,21,True,True,False,1.5,1.1,10.2,7.9,4.2,6.4,4.0,3.0,5.0,8.0,1.1,2.3,13,2,1.291139240506329,1.0,0.2619047619047619,0,0.0,0,1,2.0,3.0,5.0,0.0
Mainz 05,Augsburg,1,1,0,1,6.85,,,35,39,-4,22,True,True,False,1.5,,10.2,,4.2,,4.0,,5.0,,1.1,,13,11,,,0.2619047619047619,1,1.0,0,0,1.0,3.0,5.0,0.2
Mainz 05,Bayer Leverkusen,0,1,2,-1,6.85,7.46,-0.6100000000000003,35,90,-55,23,True,True,False,1.5,0.7,10.2,6.6,4.2,7.1,4.0,,5.0,8.0,1.1,2.6,13,1,1.5454545454545454,,0.2619047619047619,0,1.0,0,1,0.0,4.0,5.0,0.2
Mainz 05,Borussia Mönchengladbach,1,1,1,0,6.85,6.81,0.04,35,34,1,24,True,True,False,1.5,2.0,10.2,9.8,4.2,4.6,4.0,6.0,5.0,6.0,1.1,1.6,13,14,1.040816326530612,-2.0,0.2619047619047619,0,1.0,1,0,1.0,3.0,5.0,0.2
Mainz 05,Bayern München,0,1,8,-1,6.85,7.22,-0.3700000000000001,35,72,-37,25,True,True,False,1.5,1.3,10.2,8.5,4.2,7.1,4.0,4.0,5.0,5.0,1.1,2.8,13,3,1.2,0.0,0.2619047619047619,0,1.0,0,1,1.0,3.0,5.0,0.2
Mainz 05,Bochum,1,2,0,1,6.85,,,35,33,2,26,True,True,False,1.5,,10.2,,4.2,,4.0,,5.0,,1.1,,13,16,,,0.2619047619047619,1,2.0,0,0,1.0,2.0,5.0,0.4
Mainz 05,RB Leipzig,0,0,0,0,6.85,7.08,-0.2300000000000004,35,65,-30,27,True,True,False,1.5,1.1,10.2,7.1,4.2,6.6,4.0,5.0,5.0,7.0,1.1,2.3,13,4,1.436619718309859,-1.0,0.2619047619047619,0,1.0,1,0,2.0,2.0,5.0,0.2
Mainz 05,Darmstadt,1,4,0,1,6.85,,,35,17,18,28,True,True,False,1.5,,10.2,,4.2,,4.0,,5.0,,1.1,,13,18,,,0.2619047619047619,1,2.0,0,0,2.0,1.0,5.0,0.4
Mainz 05,Hoffenheim,1,4,1,1,6.85,,,35,46,-11,29,True,True,False,1.5,,10.2,,4.2,,4.0,,5.0,,1.1,,13,7,,,0.2619047619047619,1,3.0,0,0,1.0,1.0,5.0,0.6
Mainz 05,Freiburg,0,1,1,0,6.85,,,35,42,-7,30,True,True,False,1.5,,10.2,,4.2,,4.0,,5.0,,1.1,,13,10,,,0.2619047619047619,0,3.0,1,0,2.0,0.0,5.0,0.6
Mainz 05,1. FC Köln,1,1,1,0,6.85,,,35,27,8,31,True,True,False,1.5,,10.2,,4.2,,4.0,,5.0,,1.1,,13,17,,,0.2619047619047619,0,2.0,1,0,3.0,0.0,5.0,0.4
Mainz 05,FC Heidenheim,0,1,1,0,6.85,6.79,0.0599999999999996,35,42,-7,32,True,True,False,1.5,1.6,10.2,8.9,4.2,3.5,4.0,10.0,5.0,3.0,1.1,1.5,13,8,1.146067415730337,-6.0,0.2619047619047619,0,2.0,1,0,3.0,0.0,5.0,0.4
Mainz 05,Borussia Dortmund,1,3,0,1,6.85,7.04,-0.1900000000000004,35,63,-28,33,True,True,False,1.5,1.3,10.2,7.4,4.2,5.6,4.0,6.0,5.0,6.0,1.1,2.0,13,5,1.3783783783783785,-2.0,0.2619047619047619,1,2.0,0,0,3.0,0.0,5.0,0.4
Mainz 05,Wolfsburg,0,3,1,1,6.85,6.73,0.1199999999999992,35,37,-2,34,True,True,False,1.5,1.6,10.2,7.9,4.2,4.4,4.0,3.0,5.0,3.0,1.1,1.2,13,12,1.291139240506329,1.0,0.2619047619047619,1,2.0,0,0,3.0,0.0,5.0,0.4
RB Leipzig,Bayern München,1,2,2,0,7.08,7.22,-0.1399999999999996,65,72,-7,6,True,True,False,1.1,1.3,7.1,8.5,6.6,7.1,5.0,4.0,7.0,5.0,2.3,2.8,4,3,0.8352941176470587,1.0,0.3484848484848484,0,0.0,1,0,1.0,0.0,1.0,0.0
RB Leipzig,Bochum,1,0,0,0,7.08,,,65,33,32,7,True,True,False,1.1,,7.1,,6.6,,5.0,,7.0,,2.3,,4,16,,,0.3484848484848484,0,0.0,1,0,2.0,0.0,2.0,0.0
RB Leipzig,Darmstadt,0,3,1,1,7.08,,,65,17,48,8,True,True,False,1.1,,7.1,,6.6,,5.0,,7.0,,2.3,,4,18,,,0.3484848484848484,1,1.0,0,0,2.0,0.0,3.0,0.3333333333333333
RB Leipzig,1. FC Köln,1,6,0,1,7.08,,,65,27,38,9,True,True,False,1.1,,7.1,,6.6,,5.0,,7.0,,2.3,,4,17,,,0.3484848484848484,1,2.0,0,0,2.0,0.0,4.0,0.5
RB Leipzig,Mainz 05,0,0,2,-1,7.08,6.85,0.2300000000000004,65,35,30,10,True,True,False,1.1,1.5,7.1,10.2,6.6,4.2,5.0,4.0,7.0,5.0,2.3,1.1,4,13,0.696078431372549,1.0,0.3484848484848484,0,2.0,0,1,2.0,1.0,5.0,0.4
RB Leipzig,Freiburg,1,3,1,1,7.08,,,65,42,23,11,True,True,False,1.1,,7.1,,6.6,,5.0,,7.0,,2.3,,4,10,,,0.3484848484848484,1,3.0,0,0,1.0,1.0,5.0,0.6
RB Leipzig,Wolfsburg,0,1,2,-1,7.08,6.73,0.3499999999999996,65,37,28,12,True,True,False,1.1,1.6,7.1,7.9,6.6,4.4,5.0,3.0,7.0,3.0,2.3,1.2,4,12,0.8987341772151898,2.0,0.3484848484848484,0,3.0,0,1,0.0,2.0,5.0,0.6
RB Leipzig,FC Heidenheim,1,2,1,1,7.08,6.79,0.29,65,42,23,13,True,True,False,1.1,1.6,7.1,8.9,6.6,3.5,5.0,10.0,7.0,3.0,2.3,1.5,4,8,0.797752808988764,-5.0,0.3484848484848484,1,3.0,0,0,0.0,2.0,5.0,0.6
RB Leipzig,Borussia Dortmund,0,3,2,1,7.08,7.04,0.04,65,63,2,14,True,True,False,1.1,1.3,7.1,7.4,6.6,5.6,5.0,6.0,7.0,6.0,2.3,2.0,4,5,0.9594594594594592,-1.0,0.3484848484848484,1,3.0,0,0,0.0,2.0,5.0,0.6
RB Leipzig,Hoffenheim,1,3,1,1,7.08,,,65,46,19,15,True,True,False,1.1,,7.1,,6.6,,5.0,,7.0,,2.3,,4,7,,,0.3484848484848484,1,4.0,0,0,0.0,1.0,5.0,0.8
RB Leipzig,Werder Bremen,0,1,1,0,7.08,6.89,0.1900000000000004,65,42,23,16,True,True,False,1.1,1.6,7.1,8.4,6.6,3.9,5.0,6.0,7.0,6.0,2.3,1.4,4,9,0.8452380952380951,-1.0,0.3484848484848484,0,3.0,1,0,1.0,1.0,5.0,0.6
RB Leipzig,Eintracht Frankfurt,1,0,1,-1,7.08,6.87,0.2099999999999999,65,47,18,17,True,True,False,1.1,1.5,7.1,8.9,6.6,4.3,5.0,11.0,7.0,3.0,2.3,1.5,4,6,0.797752808988764,-6.0,0.3484848484848484,0,3.0,0,1,1.0,1.0,5.0,0.6
RB Leipzig,Bayer Leverkusen,1,2,3,-1,7.08,7.46,-0.3799999999999999,65,90,-25,18,True,True,False,1.1,0.7,7.1,6.6,6.6,7.1,5.0,,7.0,8.0,2.3,2.6,4,1,1.0757575757575757,,0.3484848484848484,0,2.0,0,1,1.0,2.0,5.0,0.4
RB Leipzig,VfB Stuttgart,0,2,5,-1,7.08,7.16,-0.08,65,73,-8,19,True,True,False,1.1,1.1,7.1,7.9,6.6,6.4,5.0,3.0,7.0,8.0,2.3,2.3,4,2,0.8987341772151898,2.0,0.3484848484848484,0,1.0,0,1,1.0,3.0,5.0,0.2
RB Leipzig,Union Berlin,1,2,0,1,7.08,6.67,0.4100000000000001,65,33,32,20,True,True,False,1.1,1.7,7.1,9.0,6.6,4.0,5.0,7.0,7.0,6.0,2.3,1.0,4,15,0.7888888888888889,-2.0,0.3484848484848484,1,1.0,0,0,1.0,3.0,5.0,0.2
RB Leipzig,Augsburg,0,2,2,0,7.08,,,65,39,26,21,True,True,False,1.1,,7.1,,6.6,,5.0,,7.0,,2.3,,4,11,,,0.3484848484848484,0,1.0,1,0,1.0,3.0,5.0,0.2
RB Leipzig,Borussia Mönchengladbach,1,2,0,1,7.08,6.81,0.2700000000000004,65,34,31,22,True,True,False,1.1,2.0,7.1,9.8,6.6,4.6,5.0,6.0,7.0,6.0,2.3,1.6,4,14,0.7244897959183673,-1.0,0.3484848484848484,1,2.0,0,0,1.0,2.0,5.0,0.4
RB Leipzig,Bayern München,0,1,2,-1,7.08,7.22,-0.1399999999999996,65,72,-7,23,True,True,False,1.1,1.3,7.1,8.5,6.6,7.1,5.0,4.0,7.0,5.0,2.3,2.8,4,3,0.8352941176470587,1.0,0.3484848484848484,0,2.0,0,1,1.0,2.0,5.0,0.4
RB Leipzig,Bochum,0,4,1,1,7.08,,,65,33,32,24,True,True,False,1.1,,7.1,,6.6,,5.0,,7.0,,2.3,,4,16,,,0.3484848484848484,1,3.0,0,0,1.0,1.0,5.0,0.6
RB Leipzig,Darmstadt,1,2,0,1,7.08,,,65,17,48,25,True,True,False,1.1,,7.1,,6.6,,5.0,,7.0,,2.3,,4,18,,,0.3484848484848484,1,3.0,0,0,1.0,1.0,5.0,0.6
RB Leipzig,1. FC Köln,0,5,1,1,7.08,,,65,27,38,26,True,True,False,1.1,,7.1,,6.6,,5.0,,7.0,,2.3,,4,17,,,0.3484848484848484,1,4.0,0,0,0.0,1.0,5.0,0.8
RB Leipzig,Mainz 05,1,0,0,0,7.08,6.85,0.2300000000000004,65,35,30,27,True,True,False,1.1,1.5,7.1,10.2,6.6,4.2,5.0,4.0,7.0,5.0,2.3,1.1,4,13,0.696078431372549,1.0,0.3484848484848484,0,3.0,1,0,1.0,1.0,5.0,0.6
RB Leipzig,Freiburg,0,4,1,1,7.08,,,65,42,23,28,True,True,False,1.1,,7.1,,6.6,,5.0,,7.0,,2.3,,4,10,,,0.3484848484848484,1,4.0,0,0,1.0,0.0,5.0,0.8
RB Leipzig,Wolfsburg,1,3,0,1,7.08,6.73,0.3499999999999996,65,37,28,29,True,True,False,1.1,1.6,7.1,7.9,6.6,4.4,5.0,3.0,7.0,3.0,2.3,1.2,4,12,0.8987341772151898,2.0,0.3484848484848484,1,4.0,0,0,1.0,0.0,5.0,0.8
RB Leipzig,FC Heidenheim,0,2,1,1,7.08,6.79,0.29,65,42,23,30,True,True,False,1.1,1.6,7.1,8.9,6.6,3.5,5.0,10.0,7.0,3.0,2.3,1.5,4,8,0.797752808988764,-5.0,0.3484848484848484,1,4.0,0,0,1.0,0.0,5.0,0.8
RB Leipzig,Borussia Dortmund,1,4,1,1,7.08,7.04,0.04,65,63,2,31,True,True,False,1.1,1.3,7.1,7.4,6.6,5.6,5.0,6.0,7.0,6.0,2.3,2.0,4,5,0.9594594594594592,-1.0,0.3484848484848484,1,4.0,0,0,1.0,0.0,5.0,0.8
RB Leipzig,Hoffenheim,0,1,1,0,7.08,,,65,46,19,32,True,True,False,1.1,,7.1,,6.6,,5.0,,7.0,,2.3,,4,7,,,0.3484848484848484,0,4.0,1,0,1.0,0.0,5.0,0.8
RB Leipzig,Werder Bremen,1,1,1,0,7.08,6.89,0.1900000000000004,65,42,23,33,True,True,False,1.1,1.6,7.1,8.4,6.6,3.9,5.0,6.0,7.0,6.0,2.3,1.4,4,9,0.8452380952380951,-1.0,0.3484848484848484,0,3.0,1,0,2.0,0.0,5.0,0.6
RB Leipzig,Eintracht Frankfurt,0,2,2,0,7.08,6.87,0.2099999999999999,65,47,18,34,True,True,False,1.1,1.5,7.1,8.9,6.6,4.3,5.0,11.0,7.0,3.0,2.3,1.5,4,6,0.797752808988764,-6.0,0.3484848484848484,0,2.0,1,0,3.0,0.0,5.0,0.4
Union Berlin,FC Heidenheim,0,0,1,-1,6.67,6.79,-0.1200000000000001,33,42,-9,6,True,True,False,1.7,1.6,9.0,8.9,4.0,3.5,7.0,10.0,6.0,3.0,1.0,1.5,15,8,1.0112359550561798,-3.0,0.25,0,0.0,0,1,0.0,1.0,1.0,0.0
Union Berlin,Borussia Dortmund,0,2,4,-1,6.67,7.04,-0.3700000000000001,33,63,-30,7,True,True,False,1.7,1.3,9.0,7.4,4.0,5.6,7.0,6.0,6.0,6.0,1.0,2.0,15,5,1.2162162162162162,1.0,0.25,0,0.0,0,1,0.0,2.0,2.0,0.0
Union Berlin,VfB Stuttgart,1,0,3,-1,6.67,7.16,-0.4900000000000002,33,73,-40,8,True,True,False,1.7,1.1,9.0,7.9,4.0,6.4,7.0,3.0,6.0,8.0,1.0,2.3,15,2,1.1392405063291138,4.0,0.25,0,0.0,0,1,0.0,3.0,3.0,0.0
Union Berlin,Werder Bremen,0,0,2,-1,6.67,6.89,-0.2199999999999997,33,42,-9,9,True,True,False,1.7,1.6,9.0,8.4,4.0,3.9,7.0,6.0,6.0,6.0,1.0,1.4,15,9,1.0714285714285714,1.0,0.25,0,0.0,0,1,0.0,4.0,4.0,0.0
Union Berlin,Eintracht Frankfurt,1,0,3,-1,6.67,6.87,-0.2000000000000001,33,47,-14,10,True,True,False,1.7,1.5,9.0,8.9,4.0,4.3,7.0,11.0,6.0,3.0,1.0,1.5,15,6,1.0112359550561798,-4.0,0.25,0,0.0,0,1,0.0,5.0,5.0,0.0
Union Berlin,Bayer Leverkusen,0,0,4,-1,6.67,7.46,-0.79,33,90,-57,11,True,True,False,1.7,0.7,9.0,6.6,4.0,7.1,7.0,,6.0,8.0,1.0,2.6,15,1,1.3636363636363638,,0.25,0,0.0,0,1,0.0,5.0,5.0,0.0
Union Berlin,Augsburg,1,1,1,0,6.67,,,33,39,-6,12,True,True,False,1.7,,9.0,,4.0,,7.0,,6.0,,1.0,,15,11,,,0.25,0,0.0,1,0,1.0,4.0,5.0,0.0
Union Berlin,Bayern München,0,0,1,-1,6.67,7.22,-0.5499999999999998,33,72,-39,13,True,True,False,1.7,1.3,9.0,8.5,4.0,7.1,7.0,4.0,6.0,5.0,1.0,2.8,15,3,1.0588235294117647,3.0,0.25,0,0.0,0,1,1.0,4.0,5.0,0.0
Union Berlin,Borussia Mönchengladbach,1,3,1,1,6.67,6.81,-0.1399999999999996,33,34,-1,14,True,True,False,1.7,2.0,9.0,9.8,4.0,4.6,7.0,6.0,6.0,6.0,1.0,1.6,15,14,0.9183673469387754,1.0,0.25,1,1.0,0,0,1.0,3.0,5.0,0.2
Union Berlin,Bochum,0,0,3,-1,6.67,,,33,33,0,15,True,True,False,1.7,,9.0,,4.0,,7.0,,6.0,,1.0,,15,16,,,0.25,0,1.0,0,1,1.0,3.0,5.0,0.2
Union Berlin,1. FC Köln,1,2,0,1,6.67,,,33,27,6,16,True,True,False,1.7,,9.0,,4.0,,7.0,,6.0,,1.0,,15,17,,,0.25,1,2.0,0,0,1.0,2.0,5.0,0.4
Union Berlin,Freiburg,0,0,0,0,6.67,,,33,42,-9,17,True,True,False,1.7,,9.0,,4.0,,7.0,,6.0,,1.0,,15,10,,,0.25,0,2.0,1,0,1.0,2.0,5.0,0.4
Union Berlin,Mainz 05,0,1,1,0,6.67,6.85,-0.1799999999999997,33,35,-2,18,True,True,False,1.7,1.5,9.0,10.2,4.0,4.2,7.0,4.0,6.0,5.0,1.0,1.1,15,13,0.8823529411764707,3.0,0.25,0,2.0,1,0,2.0,1.0,5.0,0.4
Union Berlin,Darmstadt,1,1,0,1,6.67,,,33,17,16,19,True,True,False,1.7,,9.0,,4.0,,7.0,,6.0,,1.0,,15,18,,,0.25,1,2.0,0,0,2.0,1.0,5.0,0.4
Union Berlin,RB Leipzig,0,0,2,-1,6.67,7.08,-0.4100000000000001,33,65,-32,20,True,True,False,1.7,1.1,9.0,7.1,4.0,6.6,7.0,5.0,6.0,7.0,1.0,2.3,15,4,1.267605633802817,2.0,0.25,0,2.0,0,1,2.0,1.0,5.0,0.4
Union Berlin,Wolfsburg,1,1,0,1,6.67,6.73,-0.0600000000000005,33,37,-4,21,True,True,False,1.7,1.6,9.0,7.9,4.0,4.4,7.0,3.0,6.0,3.0,1.0,1.2,15,12,1.1392405063291138,4.0,0.25,1,2.0,0,0,2.0,1.0,5.0,0.4
Union Berlin,Hoffenheim,0,1,0,1,6.67,,,33,46,-13,22,True,True,False,1.7,,9.0,,4.0,,7.0,,6.0,,1.0,,15,7,,,0.25,1,3.0,0,0,1.0,1.0,5.0,0.6
Union Berlin,FC Heidenheim,1,2,2,0,6.67,6.79,-0.1200000000000001,33,42,-9,23,True,True,False,1.7,1.6,9.0,8.9,4.0,3.5,7.0,10.0,6.0,3.0,1.0,1.5,15,8,1.0112359550561798,-3.0,0.25,0,3.0,1,0,1.0,1.0,5.0,0.6
Union Berlin,Borussia Dortmund,1,0,2,-1,6.67,7.04,-0.3700000000000001,33,63,-30,24,True,True,False,1.7,1.3,9.0,7.4,4.0,5.6,7.0,6.0,6.0,6.0,1.0,2.0,15,5,1.2162162162162162,1.0,0.25,0,2.0,0,1,1.0,2.0,5.0,0.4
Union Berlin,VfB Stuttgart,0,0,2,-1,6.67,7.16,-0.4900000000000002,33,73,-40,25,True,True,False,1.7,1.1,9.0,7.9,4.0,6.4,7.0,3.0,6.0,8.0,1.0,2.3,15,2,1.1392405063291138,4.0,0.25,0,2.0,0,1,1.0,2.0,5.0,0.4
Union Berlin,Werder Bremen,1,2,1,1,6.67,6.89,-0.2199999999999997,33,42,-9,26,True,True,False,1.7,1.6,9.0,8.4,4.0,3.9,7.0,6.0,6.0,6.0,1.0,1.4,15,9,1.0714285714285714,1.0,0.25,1,2.0,0,0,1.0,2.0,5.0,0.4
Union Berlin,Eintracht Frankfurt,0,0,0,0,6.67,6.87,-0.2000000000000001,33,47,-14,27,True,True,False,1.7,1.5,9.0,8.9,4.0,4.3,7.0,11.0,6.0,3.0,1.0,1.5,15,6,1.0112359550561798,-4.0,0.25,0,1.0,1,0,2.0,2.0,5.0,0.2
Union Berlin,Bayer Leverkusen,1,0,1,-1,6.67,7.46,-0.79,33,90,-57,28,True,True,False,1.7,0.7,9.0,6.6,4.0,7.1,7.0,,6.0,8.0,1.0,2.6,15,1,1.3636363636363638,,0.25,0,1.0,0,1,1.0,3.0,5.0,0.2
Union Berlin,Augsburg,0,0,2,-1,6.67,,,33,39,-6,29,True,True,False,1.7,,9.0,,4.0,,7.0,,6.0,,1.0,,15,11,,,0.25,0,1.0,0,1,1.0,3.0,5.0,0.2
Union Berlin,Bayern München,1,1,5,-1,6.67,7.22,-0.5499999999999998,33,72,-39,30,True,True,False,1.7,1.3,9.0,8.5,4.0,7.1,7.0,4.0,6.0,5.0,1.0,2.8,15,3,1.0588235294117647,3.0,0.25,0,1.0,0,1,1.0,3.0,5.0,0.2
Union Berlin,Borussia Mönchengladbach,0,0,0,0,6.67,6.81,-0.1399999999999996,33,34,-1,31,True,True,False,1.7,2.0,9.0,9.8,4.0,4.6,7.0,6.0,6.0,6.0,1.0,1.6,15,14,0.9183673469387754,1.0,0.25,0,0.0,1,0,2.0,3.0,5.0,0.0
Union Berlin,Bochum,1,3,4,-1,6.67,,,33,33,0,32,True,True,False,1.7,,9.0,,4.0,,7.0,,6.0,,1.0,,15,16,,,0.25,0,0.0,0,1,1.0,4.0,5.0,0.0
Union Berlin,1. FC Köln,0,2,3,-1,6.67,,,33,27,6,33,True,True,False,1.7,,9.0,,4.0,,7.0,,6.0,,1.0,,15,17,,,0.25,0,0.0,0,1,1.0,4.0,5.0,0.0
Union Berlin,Freiburg,1,2,1,1,6.67,,,33,42,-9,34,True,True,False,1.7,,9.0,,4.0,,7.0,,6.0,,1.0,,15,10,,,0.25,1,1.0,0,0,1.0,3.0,5.0,0.2
VfB Stuttgart,1. FC Köln,0,2,0,1,7.16,,,73,27,46,6,True,True,False,1.1,,7.9,,6.4,,3.0,,8.0,,2.3,,2,17,,,0.3593749999999999,1,1.0,0,0,0.0,0.0,1.0,1.0
VfB Stuttgart,Wolfsburg,1,3,1,1,7.16,6.73,0.4299999999999997,73,37,36,7,True,True,False,1.1,1.6,7.9,7.9,6.4,4.4,3.0,3.0,8.0,3.0,2.3,1.2,2,12,1.0,0.0,0.3593749999999999,1,2.0,0,0,0.0,0.0,2.0,1.0
VfB Stuttgart,Union Berlin,0,3,0,1,7.16,6.67,0.4900000000000002,73,33,40,8,True,True,False,1.1,1.7,7.9,9.0,6.4,4.0,3.0,7.0,8.0,6.0,2.3,1.0,2,15,0.8777777777777778,-4.0,0.3593749999999999,1,3.0,0,0,0.0,0.0,3.0,1.0
VfB Stuttgart,Hoffenheim,1,2,3,-1,7.16,,,73,46,27,9,True,True,False,1.1,,7.9,,6.4,,3.0,,8.0,,2.3,,2,7,,,0.3593749999999999,0,3.0,0,1,0.0,1.0,4.0,0.75
VfB Stuttgart,FC Heidenheim,0,0,2,-1,7.16,6.79,0.3700000000000001,73,42,31,10,True,True,False,1.1,1.6,7.9,8.9,6.4,3.5,3.0,10.0,8.0,3.0,2.3,1.5,2,8,0.8876404494382023,-7.0,0.3593749999999999,0,3.0,0,1,0.0,2.0,5.0,0.6
VfB Stuttgart,Borussia Dortmund,1,2,1,1,7.16,7.04,0.1200000000000001,73,63,10,11,True,True,False,1.1,1.3,7.9,7.4,6.4,5.6,3.0,6.0,8.0,6.0,2.3,2.0,2,5,1.0675675675675675,-3.0,0.3593749999999999,1,3.0,0,0,0.0,2.0,5.0,0.6
VfB Stuttgart,Eintracht Frankfurt,0,2,1,1,7.16,6.87,0.29,73,47,26,12,True,True,False,1.1,1.5,7.9,8.9,6.4,4.3,3.0,11.0,8.0,3.0,2.3,1.5,2,6,0.8876404494382023,-8.0,0.3593749999999999,1,3.0,0,0,0.0,2.0,5.0,0.6
VfB Stuttgart,Werder Bremen,1,2,0,1,7.16,6.89,0.2700000000000004,73,42,31,13,True,True,False,1.1,1.6,7.9,8.4,6.4,3.9,3.0,6.0,8.0,6.0,2.3,1.4,2,9,0.9404761904761904,-3.0,0.3593749999999999,1,3.0,0,0,0.0,2.0,5.0,0.6
VfB Stuttgart,Bayer Leverkusen,1,1,1,0,7.16,7.46,-0.2999999999999998,73,90,-17,14,True,True,False,1.1,0.7,7.9,6.6,6.4,7.1,3.0,,8.0,8.0,2.3,2.6,2,1,1.196969696969697,,0.3593749999999999,0,3.0,1,0,1.0,1.0,5.0,0.6
VfB Stuttgart,Bayern München,0,0,3,-1,7.16,7.22,-0.0599999999999996,73,72,1,15,True,True,False,1.1,1.3,7.9,8.5,6.4,7.1,3.0,4.0,8.0,5.0,2.3,2.8,2,3,0.9294117647058824,-1.0,0.3593749999999999,0,3.0,0,1,1.0,1.0,5.0,0.6
VfB Stuttgart,Augsburg,1,3,0,1,7.16,,,73,39,34,16,True,True,False,1.1,,7.9,,6.4,,3.0,,8.0,,2.3,,2,11,,,0.3593749999999999,1,3.0,0,0,1.0,1.0,5.0,0.6
VfB Stuttgart,Borussia Mönchengladbach,0,1,3,-1,7.16,6.81,0.3500000000000005,73,34,39,17,True,True,False,1.1,2.0,7.9,9.8,6.4,4.6,3.0,6.0,8.0,6.0,2.3,1.6,2,14,0.8061224489795918,-3.0,0.3593749999999999,0,2.0,0,1,1.0,2.0,5.0,0.4
VfB Stuttgart,Bochum,0,0,1,-1,7.16,,,73,33,40,18,True,True,False,1.1,,7.9,,6.4,,3.0,,8.0,,2.3,,2,16,,,0.3593749999999999,0,1.0,0,1,1.0,3.0,5.0,0.2
VfB Stuttgart,RB Leipzig,1,5,2,1,7.16,7.08,0.08,73,65,8,19,True,True,False,1.1,1.1,7.9,7.1,6.4,6.6,3.0,5.0,8.0,7.0,2.3,2.3,2,4,1.1126760563380282,-2.0,0.3593749999999999,1,2.0,0,0,0.0,3.0,5.0,0.4
VfB Stuttgart,Freiburg,0,3,1,1,7.16,,,73,42,31,20,True,True,False,1.1,,7.9,,6.4,,3.0,,8.0,,2.3,,2,10,,,0.3593749999999999,1,3.0,0,0,0.0,2.0,5.0,0.6
VfB Stuttgart,Mainz 05,1,3,1,1,7.16,6.85,0.3100000000000005,73,35,38,21,True,True,False,1.1,1.5,7.9,10.2,6.4,4.2,3.0,4.0,8.0,5.0,2.3,1.1,2,13,0.7745098039215688,-1.0,0.3593749999999999,1,3.0,0,0,0.0,2.0,5.0,0.6
VfB Stuttgart,Darmstadt,0,2,1,1,7.16,,,73,17,56,22,True,True,False,1.1,,7.9,,6.4,,3.0,,8.0,,2.3,,2,18,,,0.3593749999999999,1,4.0,0,0,0.0,1.0,5.0,0.8
VfB Stuttgart,1. FC Köln,1,1,1,0,7.16,,,73,27,46,23,True,True,False,1.1,,7.9,,6.4,,3.0,,8.0,,2.3,,2,17,,,0.3593749999999999,0,4.0,1,0,1.0,0.0,5.0,0.8
VfB Stuttgart,Wolfsburg,0,3,2,1,7.16,6.73,0.4299999999999997,73,37,36,24,True,True,False,1.1,1.6,7.9,7.9,6.4,4.4,3.0,3.0,8.0,3.0,2.3,1.2,2,12,1.0,0.0,0.3593749999999999,1,4.0,0,0,1.0,0.0,5.0,0.8
